Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Charges for Services|Outpatient Revenues|Medi-Cal O/P Gross Charges,35587
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Charges for Services|Outpatient Revenues|Medi-Cal TCM/MAA,931263
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Charges for Services|Outpatient Revenues|Patient Payments,10000
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Charges for Services|Public Health Charges,6500
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Charges for Services|Public Health Charges|Crippled Children Care,6500
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Expenditure Recovery,1817707
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Expenditure Recovery|Recovery for Svcs to AAO Funds,1817707
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Children and Families (AAO),417264
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Human Services (AAO),1400443
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Intergovernmental Revenues-Federal,8026024
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Intergovernmental Revenues-Federal|Federal-Other,8026024
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Intergovernmental Revenues-Federal|Federal-Other|Federal Grants Pass-Through State/Other,8026024
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Intergovernmental Revenues-State,5203440
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Intergovernmental Revenues-State|State - Other,4742240
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Intergovernmental Revenues-State|State - Other|California Children Services,1661921
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Intergovernmental Revenues-State|State - Other|California Children's Services Admin,2728601
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Intergovernmental Revenues-State|State - Other|Other State Grants & Subventions,341718
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Intergovernmental Revenues-State|State - Other|Sudden Infant Death Syndrome,10000
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Intergovernmental Revenues-State|State-Health & Welfare Sales Tax,448300
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Intergovernmental Revenues-State|State-Health & Welfare Sales Tax|Health/Welfare Sales Tax Allocation,448300
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Intergovernmental Revenues-State|State-Health & Welfare Veh License Fees,12900
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Intergovernmental Revenues-State|State-Health & Welfare Veh License Fees|Motor Veh Lic Fee-Realignment Fund,12900
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Transfer Adjustments-Sources,-1817707
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Transfer Adjustments-Sources|Transfer Adjustments-Sources,-1817707
Community Health|Public Health|Comm Hlth - Prev - Maternal & Child Hlth|Transfer Adjustments-Sources|Transfer Adjustments-Sources|Transfer Adjustments-Sources (Citywide),-1817707
Community Health|Public Health|Comm Hlth - Prevention - Aids,47629246
Community Health|Public Health|Comm Hlth - Prevention - Aids|Charges for Services,118671
Community Health|Public Health|Comm Hlth - Prevention - Aids|Charges for Services|Outpatient Revenues,118671
Community Health|Public Health|Comm Hlth - Prevention - Aids|Charges for Services|Outpatient Revenues|Medi-Cal TCM/MAA,118671
Community Health|Public Health|Comm Hlth - Prevention - Aids|Intergovernmental Revenues-Federal,42040719
Community Health|Public Health|Comm Hlth - Prevention - Aids|Intergovernmental Revenues-Federal|Federal-Other,42040719
Community Health|Public Health|Comm Hlth - Prevention - Aids|Intergovernmental Revenues-Federal|Federal-Other|Federal Direct Grant,37961366
Community Health|Public Health|Comm Hlth - Prevention - Aids|Intergovernmental Revenues-Federal|Federal-Other|Federal Grants Pass-Through State/Other,3254204
Community Health|Public Health|Comm Hlth - Prevention - Aids|Intergovernmental Revenues-Federal|Federal-Other|Recovery Indirect Grant Costs,825149
Community Health|Public Health|Comm Hlth - Prevention - Aids|Intergovernmental Revenues-State,5273788
Community Health|Public Health|Comm Hlth - Prevention - Aids|Intergovernmental Revenues-State|State - Other,5273788
Community Health|Public Health|Comm Hlth - Prevention - Aids|Intergovernmental Revenues-State|State - Other|Other State Grants & Subventions,5273788
Community Health|Public Health|Comm Hlth - Prevention - Aids|Other Revenues,196068
Community Health|Public Health|Comm Hlth - Prevention - Aids|Other Revenues|Private Grants,196068
Community Health|Public Health|Comm Hlth - Prevention - Aids|Other Revenues|Private Grants|Private Grants,196068
Community Health|Public Health|Comm Hlth - Prevention - Disease Control,12389061
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Charges for Services,3931949
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Charges for Services|Outpatient Revenues,1233647
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Charges for Services|Outpatient Revenues|Medi-Cal O/P Gross Charges,1103168
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Charges for Services|Outpatient Revenues|Medi-Cal TCM/MAA,74479
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Charges for Services|Outpatient Revenues|Medicare O/P Gross Charges,1000
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Charges for Services|Outpatient Revenues|Patient Payments,55000
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Charges for Services|Public Health Charges,2698302
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Charges for Services|Public Health Charges|Birth Certificate Fee,71135
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Charges for Services|Public Health Charges|Death Certificate Fee,184350
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Charges for Services|Public Health Charges|Laboratory Fees,15000
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Charges for Services|Public Health Charges|Misc Public Health Revenue,2374817
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Charges for Services|Public Health Charges|Other Health Fee,35000
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Charges for Services|Public Health Charges|Removal Permit Fee,18000
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Intergovernmental Revenues-Federal,6771979
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Intergovernmental Revenues-Federal|Federal-Other,6771979
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Intergovernmental Revenues-Federal|Federal-Other|Federal Direct Grant,4587196
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Intergovernmental Revenues-Federal|Federal-Other|Federal Grants Pass-Through State/Other,2184783
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Intergovernmental Revenues-State,1625133
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Intergovernmental Revenues-State|State - Other,1625133
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Intergovernmental Revenues-State|State - Other|Other State Grants & Subventions,1625133
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Unappropriated Fund Balance,60000
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Unappropriated Fund Balance|Unappropriated Fund Balance,60000
Community Health|Public Health|Comm Hlth - Prevention - Disease Control|Unappropriated Fund Balance|Unappropriated Fund Balance|Prior Year Designated Reserve,60000
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education,2764151
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Charges for Services,25584
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Charges for Services|Outpatient Revenues,18384
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Charges for Services|Outpatient Revenues|Medi-Cal TCM/MAA,18384
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Charges for Services|Public Health Charges,7200
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Charges for Services|Public Health Charges|Misc Public Health Revenue,7200
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Fines, Forfeitures & Penalties,1000000
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Fines, Forfeitures & Penalties|Other Forfeitures & Penalties,1000000
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Fines, Forfeitures & Penalties|Other Forfeitures & Penalties|Penalties,1000000
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Intergovernmental Revenues-Federal,870066
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Intergovernmental Revenues-Federal|Federal-Other,870066
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Intergovernmental Revenues-Federal|Federal-Other|Federal Grants Pass-Through State/Other,870066
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Intergovernmental Revenues-State,532501
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Intergovernmental Revenues-State|State - Other,532501
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Intergovernmental Revenues-State|State - Other|Other State Grants & Subventions,532501
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Licenses, Permits & Franchises,189000
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Licenses, Permits & Franchises|Business Health Licenses,189000
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Licenses, Permits & Franchises|Business Health Licenses|Deemed Approved Off-Sale Alcohol Use Fee,189000
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Other Revenues,147000
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Other Revenues|Private Grants,147000
Community Health|Public Health|Comm Hlth - Prevention - Hlth Education|Other Revenues|Private Grants|Private Grants,147000
Community Health|Public Health|Emergency Services Agency,1233000
Community Health|Public Health|Emergency Services Agency|Expenditure Recovery,68330
Community Health|Public Health|Emergency Services Agency|Expenditure Recovery|Recovery for Svcs to AAO Funds,68330
Community Health|Public Health|Emergency Services Agency|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Emergency Communications(AAO),68330
Community Health|Public Health|Emergency Services Agency|Fines, Forfeitures & Penalties,1123000
Community Health|Public Health|Emergency Services Agency|Fines, Forfeitures & Penalties|Traffic Fines,1123000
Community Health|Public Health|Emergency Services Agency|Fines, Forfeitures & Penalties|Traffic Fines|Traffic Fines - Moving,1123000
Community Health|Public Health|Emergency Services Agency|Interest & Investment Income,35000
Community Health|Public Health|Emergency Services Agency|Interest & Investment Income|Interest,35000
Community Health|Public Health|Emergency Services Agency|Interest & Investment Income|Interest|Interest Earned - Pooled Cash,35000
Community Health|Public Health|Emergency Services Agency|Intergovernmental Revenues-Federal,75000
Community Health|Public Health|Emergency Services Agency|Intergovernmental Revenues-Federal|Federal-Other,75000
Community Health|Public Health|Emergency Services Agency|Intergovernmental Revenues-Federal|Federal-Other|Federal Grants Pass-Through State/Other,75000
Community Health|Public Health|Emergency Services Agency|Transfer Adjustments-Sources,-68330
Community Health|Public Health|Emergency Services Agency|Transfer Adjustments-Sources|Transfer Adjustments-Sources,-68330
Community Health|Public Health|Emergency Services Agency|Transfer Adjustments-Sources|Transfer Adjustments-Sources|Transfer Adjustments-Sources (Citywide),-68330
Community Health|Public Health|Environmental Health Services,17426799
Community Health|Public Health|Environmental Health Services|Charges for Services,8801845
Community Health|Public Health|Environmental Health Services|Charges for Services|Public Health Charges,8594931
Community Health|Public Health|Environmental Health Services|Charges for Services|Public Health Charges|Cfc & Motor Vehicle A/C Permit,6901
Community Health|Public Health|Environmental Health Services|Charges for Services|Public Health Charges|Complaint Investigations Fees,191211
Community Health|Public Health|Environmental Health Services|Charges for Services|Public Health Charges|Env Hlth Plan Check Fees,1061756
Community Health|Public Health|Environmental Health Services|Charges for Services|Public Health Charges|Haz Mat Non-Routine Fees,265558
Community Health|Public Health|Environmental Health Services|Charges for Services|Public Health Charges|Hazard Matl Storage Permit Fee,3114026
Community Health|Public Health|Environmental Health Services|Charges for Services|Public Health Charges|Healthy Housing-Apts Annual Fee,121035
Community Health|Public Health|Environmental Health Services|Charges for Services|Public Health Charges|Healthy Housing-Hotels Annual Fee,2173678
Community Health|Public Health|Environmental Health Services|Charges for Services|Public Health Charges|Laundry,166758
Community Health|Public Health|Environmental Health Services|Charges for Services|Public Health Charges|Medical Waste-Acute Care Hospital,125796
Community Health|Public Health|Environmental Health Services|Charges for Services|Public Health Charges|Misc Public Health Revenue,764858
Community Health|Public Health|Environmental Health Services|Charges for Services|Public Health Charges|Site Mitigation Fees,68690
Community Health|Public Health|Environmental Health Services|Charges for Services|Public Health Charges|Solid Waste Coll Vehicle License Fee,483664
Community Health|Public Health|Environmental Health Services|Charges for Services|Public Health Charges|Solid Waste Facility License Fee,51000
Community Health|Public Health|Environmental Health Services|Charges for Services|Public Safety Service Charges,206914
Community Health|Public Health|Environmental Health Services|Charges for Services|Public Safety Service Charges|Agricultural Inspection Fee,85717
Community Health|Public Health|Environmental Health Services|Charges for Services|Public Safety Service Charges|Other Public Safety Charges,121197
Community Health|Public Health|Environmental Health Services|Expenditure Recovery,1664813
Community Health|Public Health|Environmental Health Services|Expenditure Recovery|Recovery for Svcs to AAO Funds,1457550
Community Health|Public Health|Environmental Health Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr PUC (AAO),349104
Community Health|Public Health|Environmental Health Services|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec-General Unallocated,1108446
Community Health|Public Health|Environmental Health Services|Expenditure Recovery|Recovery for Svcs to Non-AAO Fds,207263
Community Health|Public Health|Environmental Health Services|Expenditure Recovery|Recovery for Svcs to Non-AAO Fds|Exp Rec Fr PUC (Non-AAO),207263
Community Health|Public Health|Environmental Health Services|Intergovernmental Revenues-Federal,514814
Community Health|Public Health|Environmental Health Services|Intergovernmental Revenues-Federal|Federal-Other,514814
Community Health|Public Health|Environmental Health Services|Intergovernmental Revenues-Federal|Federal-Other|Federal Grants Pass-Through State/Other,514814
Community Health|Public Health|Environmental Health Services|Intergovernmental Revenues-State,1317728
Community Health|Public Health|Environmental Health Services|Intergovernmental Revenues-State|State - Other,667234
Community Health|Public Health|Environmental Health Services|Intergovernmental Revenues-State|State - Other|Other State Grants & Subventions,667234
Community Health|Public Health|Environmental Health Services|Intergovernmental Revenues-State|State-Agriculture,650494
Community Health|Public Health|Environmental Health Services|Intergovernmental Revenues-State|State-Agriculture|Weights and Inspection Fees,650494
Community Health|Public Health|Environmental Health Services|Licenses, Permits & Franchises,6776368
Community Health|Public Health|Environmental Health Services|Licenses, Permits & Franchises|Business Health Licenses,6776368
Community Health|Public Health|Environmental Health Services|Licenses, Permits & Franchises|Business Health Licenses|Env Hlth Application Fee,311883
Community Health|Public Health|Environmental Health Services|Licenses, Permits & Franchises|Business Health Licenses|Food Prep/Svc Establishments,5578460
Community Health|Public Health|Environmental Health Services|Licenses, Permits & Franchises|Business Health Licenses|Food Product/Market Establishments,725403
Community Health|Public Health|Environmental Health Services|Licenses, Permits & Franchises|Business Health Licenses|Med. Cannabis Dispensary Annual License,48432
Community Health|Public Health|Environmental Health Services|Licenses, Permits & Franchises|Business Health Licenses|Med. Cannabis Dispensary Application Fee,112190
Community Health|Public Health|Environmental Health Services|Other Revenues,16044
Community Health|Public Health|Environmental Health Services|Other Revenues|Private Grants,16044
Community Health|Public Health|Environmental Health Services|Other Revenues|Private Grants|Private Grants,16044
Community Health|Public Health|Environmental Health Services|Transfer Adjustments-Sources,-1664813
Community Health|Public Health|Environmental Health Services|Transfer Adjustments-Sources|Transfer Adjustments-Sources,-1664813
Community Health|Public Health|Environmental Health Services|Transfer Adjustments-Sources|Transfer Adjustments-Sources|Transfer Adjustments-Sources (Citywide),-1664813
Community Health|Public Health|Forensics - Ambulatory Care,1077732
Community Health|Public Health|Forensics - Ambulatory Care|Charges for Services,941916
Community Health|Public Health|Forensics - Ambulatory Care|Charges for Services|Correction Service Charges,25000
Community Health|Public Health|Forensics - Ambulatory Care|Charges for Services|Correction Service Charges|Board Prisoners Other Counties,25000
Community Health|Public Health|Forensics - Ambulatory Care|Charges for Services|Hospital Service Charges,916916
Community Health|Public Health|Forensics - Ambulatory Care|Charges for Services|Hospital Service Charges|Pharmacy,916916
Community Health|Public Health|Forensics - Ambulatory Care|Other Revenues,135816
Community Health|Public Health|Forensics - Ambulatory Care|Other Revenues|CHN-Other Operating Revenue,135816
Community Health|Public Health|Forensics - Ambulatory Care|Other Revenues|CHN-Other Operating Revenue|Other Operating Revenue(From Within DPH),135816
Community Health|Public Health|General Fund,179699329
Community Health|Public Health|General Fund|General Fund Support,179699329
Community Health|Public Health|General Fund|General Fund Support|General Fund Support,179699329
Community Health|Public Health|General Fund|General Fund Support|General Fund Support|General Fund Support,179699329
Community Health|Public Health|Health At Home,2681901
Community Health|Public Health|Health At Home|Charges for Services,2332024
Community Health|Public Health|Health At Home|Charges for Services|Net Patient Revenue,45360
Community Health|Public Health|Health At Home|Charges for Services|Net Patient Revenue|Other Patient Net Revenue,45360
Community Health|Public Health|Health At Home|Charges for Services|Outpatient Revenues,2286664
Community Health|Public Health|Health At Home|Charges for Services|Outpatient Revenues|Medi-Cal Home Health,352981
Community Health|Public Health|Health At Home|Charges for Services|Outpatient Revenues|Medi-Cal TCM/MAA,454223
Community Health|Public Health|Health At Home|Charges for Services|Outpatient Revenues|Medicare Home Health,1479460
Community Health|Public Health|Health At Home|Expenditure Recovery,475892
Community Health|Public Health|Health At Home|Expenditure Recovery|Recovery for Svcs to AAO Funds,475892
Community Health|Public Health|Health At Home|Expenditure Recovery|Recovery for Svcs to AAO Funds|Exp Rec Fr Human Services (AAO),475892
Community Health|Public Health|Health At Home|Intergovernmental Revenues-Federal,24781
Community Health|Public Health|Health At Home|Intergovernmental Revenues-Federal|Federal-Am Recovery & Reinvestment Act,24781
Community Health|Public Health|Health At Home|Intergovernmental Revenues-Federal|Federal-Am Recovery & Reinvestment Act|ARRA-Federal Pass-Thru State/Other,24781
Community Health|Public Health|Health At Home|Operating Transfers In,257807
Community Health|Public Health|Health At Home|Operating Transfers In|Other Operating Transfers In (Oti),257807
Community Health|Public Health|Health At Home|Operating Transfers In|Other Operating Transfers In (Oti)|OTI Fr 5H-General Hospital Fund,257807
Community Health|Public Health|Health At Home|Other Revenues,67289
Community Health|Public Health|Health At Home|Other Revenues|CHN-Other Operating Revenue,67289
Community Health|Public Health|Health At Home|Other Revenues|CHN-Other Operating Revenue|Other Operating Revenue(From Within DPH),67289
Community Health|Public Health|Health At Home|Transfer Adjustments-Sources,-475892
Community Health|Public Health|Health At Home|Transfer Adjustments-Sources|Transfer Adjustments-Sources,-475892
Community Health|Public Health|Health At Home|Transfer Adjustments-Sources|Transfer Adjustments-Sources|Transfer Adjustments-Sources (Citywide),-475892
Community Health|Public Health|Laguna Honda - Long Term Care,209995372
Community Health|Public Health|Laguna Honda - Long Term Care|Charges for Services,117247588
Community Health|Public Health|Laguna Honda - Long Term Care|Charges for Services|Inpatient Revenues,178356462
Community Health|Public Health|Laguna Honda - Long Term Care|Charges for Services|Inpatient Revenues|Medi-Cal I/P Gross Charges,165494985
Community Health|Public Health|Laguna Honda - Long Term Care|Charges for Services|Inpatient Revenues|Medicare I/P Gross Charges,5695723
Community Health|Public Health|Laguna Honda - Long Term Care|Charges for Services|Inpatient Revenues|Other I/P Gross Charges,6974745
Community Health|Public Health|Laguna Honda - Long Term Care|Charges for Services|Inpatient Revenues|Private Insurance I/P Gross Charges,191009
Community Health|Public Health|Laguna Honda - Long Term Care|Charges for Services|Net Patient Revenue,11325749
Community Health|Public Health|Laguna Honda - Long Term Care|Charges for Services|Net Patient Revenue|Dp SNF-Distinct Part Skilled Nursing Fac,11325749
Community Health|Public Health|Laguna Honda - Long Term Care|Charges for Services|Outpatient Revenues,403820
Community Health|Public Health|Laguna Honda - Long Term Care|Charges for Services|Outpatient Revenues|Medi-Cal O/P Gross Charges,72940
Community Health|Public Health|Laguna Honda - Long Term Care|Charges for Services|Outpatient Revenues|Medicare O/P Gross Charges,330880
Community Health|Public Health|Laguna Honda - Long Term Care|Charges for Services|Revenue Deductions,-72838443
Community Health|Public Health|Laguna Honda - Long Term Care|Charges for Services|Revenue Deductions|County Indigent Care-I/P Write-off,-180000
Community Health|Public Health|Laguna Honda - Long Term Care|Charges for Services|Revenue Deductions|Medi-Cal I/P Contractual Adj,-69309145
Community Health|Public Health|Laguna Honda - Long Term Care|Charges for Services|Revenue Deductions|Medicare I/P Contractual Adj,-2618153
Community Health|Public Health|Laguna Honda - Long Term Care|Charges for Services|Revenue Deductions|Provision for Bad Debts-I/P,-731145
Community Health|Public Health|Laguna Honda - Long Term Care|Fines, Forfeitures & Penalties,49136686
Community Health|Public Health|Laguna Honda - Long Term Care|Fines, Forfeitures & Penalties|Other Forfeitures & Penalties,49136686
Community Health|Public Health|Laguna Honda - Long Term Care|Fines, Forfeitures & Penalties|Other Forfeitures & Penalties|Penalties,49136686
Community Health|Public Health|Laguna Honda - Long Term Care|General Fund Support,39796858
